Domain Name,Record Name,Record Type,Record Value
www.canvasconfetti.com,_2b9e18e9ae02ec929ae656dc1c346f41.www.canvasconfetti.com.,CNAME,_ec1b3e8d6d65b2948c6c0f420243850d.bwlshdtstt.acm-validations.aws.
